eng,dzo,eng_to_dzo,dzo_to_eng
"In addition, there are fewer time restrictions with the possibility of flexible working hours. (Bremer, 1998)",འདི་གི་ཁ་སྐོང་ལུ་ ལཱ་འབད་ནི་གི་དུས་ཚོད་སྟབས་མཐུན་དང་བསྟུན་ དུས་ཚོད་བཀག་ཆ་དུམ་གྲ་རེ་འབད་ཡོདཔ་ཨིན། ༼བིརི་མཱར་༡༩༩༨༽,"དེ་མ་ཚད་ ལཱ་འབད་བའི་དུས་ཚོད་བསྒྱུར་བཅོས་འབད་ཚུགས་པའི་ འོས་འབབ་ཡོད་པའི་ དུས་ཚོད་བཀག་ཆ་ཡང་ ཉུང་སུ་ཡོདཔ་ཨིན་པས། (Bremer, ༡༩༩༨)","In addition, slight restrictions were imposed with consistent working hours. (Brimer 1998)."
The use of the Internet and the World Wide Web allows learners to have access to information at all times.,ཡོངས་འབྲེལ་ཨིན་ཊར་ནེཊ་ལག་ལེན་དང་ འཛམ་གླིང་ཀུན་ཁྱབ་ཀྱི་ཡོངས་འབྲེལ་གྱིས་ ལྷབ་སྦྱང་འབད་མི་ཚུ་ལུ་ དུས་ནམ་དང་ནམ་ར་འབད་རུང་ བརྡ་དོན་ཚུ་ཐོབ་ནི་གི་དལ་དབང་ཡོདཔ་ཨིན།,ཡོངས་འབྲེལ་དང་ འཛམ་གླིང་ཡོངས་འབྲེལ་ལག་ལེན་འཐབ་མི་འདི་གིས་ སློབ་ཕྲུག་ཚུ་གིས་ དུས་རྒྱུན་དུ་ བརྡ་དོན་ཚུ་ ཐོབ་ཚུགསཔ་ཨིན།,The use of the Internet and the world wide web gives learners the right to access information at any time and at any time.
"Students can also submit questions to instructors at any time of day and expect reasonably quick responses, rather than waiting until the next face-to-face meeting.",སློབ་ཕྲུག་ཚུ་གིས་ར་འབད་རུང་ དུས་ཚོད་ནམ་ར་འབད་རུང་ དྲི་བ་ཚུ་སློབ་སྟོན་པ་ཚུ་སྐྱེལ་ཞིནམ་ལས་ ཤུལ་མ་ངོ་འཛོམས་གདོང་འཛོམས་སྦེ་འཕྱདཔ་ད་ལུ་མེན་པར་ དུས་འཕྲལ་ལས་ལན་ཐོབ་ནི་གི་རེ་བ་སྐྱེད་ཚུགས་ནི་ཨིན་མས།,སློབ་ཕྲུག་ཚུ་གིས་ ཉིནམ་ག་ཅི་བཟུམ་ཅིག་འབད་རུང་ སློབ་སྟོན་པ་ཚུ་ལུ་ དྲི་བ་ཚུ་བཙུགས་ཚུགས་ནི་ཨིནམ་མ་ཚད་ ཤུལ་མའི་གདོང་ཕྱོགས་ཞལ་འཛོམས་ཚུན་ཚོད་ བསྒུག་མ་དགོ་པར་ ལན་མགྱོགས་པ་རང་ ཐོབ་ཚུགས་པའི་རེ་བ་བསྐྱེད་ཚུགས་ནི་ཨིན་མས།,"Students can send their questions to their teachers at any time and expect to receive answers immediately, rather than at the next face-to-face meeting."
The postmodern approach to learning offers the freedom from absolutes. There is no one good way to learn.,ལྷབ་སྦྱང་གི་དོན་ལས་ དེང་སང་གི་དུས་ཚོད་ཀྱི་ཧེ་མའི་ཐབས་ལམ་འདི་གིས་ རང་དབང་ངེས་ཏིག་སྦེ་ར་བྱིན་དོ་ཡོདཔ་དང་ ལྷབ་སྦྱང་འབད་ནི་གི་དོན་ལས་ ཐབས་ལམ་འདི་དང་འདི་ཟེརཝ་ཅིག་ གསལ་ཏོག་ཏོ་ག་ཅི་ཡང་མེདཔ་ཨིན།,དེང་སང་དུས་ཀྱི་ཧེ་མའི་ལྷབ་སྦྱང་གི་ཐབས་ལམ་འདི་གིས་ ཆ་ཚང་ལས་རང་དབང་བྱིནམ་ཨིན། ལྷབ་སྦྱང་གི་ཐབས་ལམ་ལེགས་ཤོམ་གཅིག་ཡང་མེད།,"The pre-modern approach to learning allows for a certain amount of freedom, and there is no clear-cut approach to learning."
"In fact, there is not one good thing to learn.Learning takes place in the experience between the learner and the knowledge presented.",ལྷབ་སྦྱང་འབད་ནི་གི་རིམ་པ་ལུ་ལྷོདཔ་ད་ ལེགས་སྒྱུར་གྱི་རིམ་པ་ངེས་ཏིག་ཅིག་མེདཔ་ཨིན། ལྷབ་སྦྱང་གི་རིམ་པ་འདི་ ལྷབ་སྦྱང་འབད་མི་དང་ ཤེས་ཡོན་བྱིན་མི་གི་ཉམས་མྱོང་གི་བར་ན་བྱུང་དོ་ཡོདཔ་ཨིན།,དོན་དངོས་ཐོག ལྷབ་དགོ་པའི་ ལེགས་ཤོམ་གཅིག་ཡང་མེད། ལྷབ་སྦྱང་འདི་ ལྷབ་མི་དང་ གསལ་བཀོད་འབད་མི་ ཤེས་ཡོན་གྱི་བར་ན་ ཉམས་མྱོང་ནང་ འབྱུང་དོ་ཡོདཔ་ཨིན།,"When it comes to learning, there is no definite transition. The learning cycle occurs between the learner and the educator experience."
"Our current experience with all the do-it-yourself and information presenting, learning-based television shows illustrates this point.",ད་རེས་ང་བཅས་ཀྱི་ཉམས་མྱོང་དང་འཁྲིལཔ་ད་ ལྷབ་སྦྱང་གི་རིམ་པ་ལུ་གཞི་བཞག་སྟེ་ བརྡ་དོན་ཚུ་གསལ་བཀོད་འབད་མི་ཚུ་ རྒྱང་མཐོང་གི་ལས་རིམ་ཚུ་ནང་གསལ་རིས་རི་སྦེ་སྟོན་དོ་ཡོདཔ་ཨིན།,ང་བཅས་རའི་ད་ལྟོའི་ཉམས་མྱོང་ཚུ་གིས་ རང་གིས་འབད་དགོཔ་དང་ བརྡ་དོན་ཚུ་ གསལ་བཀོད་འབད་དེ་ ལྷབ་སྦྱང་གཞི་བཞག་སྟེ་ རྒྱང་མཐོང་ལས་རིམ་ཚུ་གིས་ གནད་དོན་འདི་ གསལ་བཏོན་འབདཝ་ཨིན།,"In our current experience, the information presented based on the learning sequence is clearly shown in television programs."
So many of us find ourselves watching a television show that informs us of a process or experience in which we will never participate or apply that knowledge.,ང་བཅས་མང་ཤོས་ཅིག་གིས་ར་ ང་བཅས་ཀྱི་མ་པ་ལས་བཅའ་མར་ར་མི་གཏོགས་ནི་དང་ ཡང་ན་ ཤེས་ཡོན་ལག་ལེན་མི་འཐབ་ནི་ཨིན་པའི་ བྱ་རིམ་དང་ ཡང་ན་ ཉམས་མྱོང་ཚུ་གི་སྐོར་ལས་ བརྡ་སྤྲོད་འབད་མི་ རྒྱང་མཐོང་གི་ལས་རིམ་ཚུ་བལྟ་སྡོད་ས་མཐོངམ་ཨིན་མས།,དེ་འབདཝ་ལས་ ང་བཅས་མང་ཤོས་ཅིག་གིས་ རྒྱང་མཐོང་ལས་རིམ་ཅིག་བལྟ་སྟེ་ ང་བཅས་ཀྱིས་ ཤེས་ཡོན་འདི་ ནམ་ཡང་ བཅའ་མར་གཏོགས་ནི་དང་ ལག་ལེན་འཐབ་མི་ཚུགས་པའི་ བྱ་རིམ་དང་ ཉམས་མྱོང་ཚུ་གི་སྐོར་ལས་ བརྡ་དོན་སྤྲོད་དོ་ཡོདཔ་ཨིན།,Most of us find ourselves watching television programs that communicate processes or experiences in which we do not participate or use our knowledge.
"We will never overhaul a car, build a fountain in our backyard, travel to Peru to examine ancient ruins, or remodel our neighbour's house.",ང་བཅས་ཀྱིས་ སྣུམ་འཁོར་ཀཱར་ཅིག་ ཡོངས་ཞིབ་མི་འབད་ནི་དང་ ང་བཅས་རའི་ལྡུམ་རའི་ནང་ འཐོར་ཆུ་བཟོ་ནི་ དང་ཕུག་གི་གྱངས་ཤུལ་ཚུ་བལྟ་ནི་གི་དོན་ལས་ པེ་རུ་ལུ་འགྱོ་ནི་ ཡང་ན་ ང་བཅས་རའི་ཁྱིམ་ཚང་གི་ཁྱིམ་ ལོག་སྟེ་དཔེ་བཟོ་བཀོད་ནི།,ང་བཅས་ཀྱིས་ ནམ་ཡང་ སྣུམ་འཁོར་ཉམས་བཅོས་འབད་ནི་དང་ ང་བཅས་རའི་རྒྱབ་ཁར་ ཆུ་མིག་བཟོ་ནི་ དེ་ལས་ སྔོན་མའི་གྱང་ཁོག་ཚུ་ བརྟག་དཔྱད་འབད་བར་ པེ་རུ་ལུ་འགྱོ་ནི་ ཡང་ན་ ཁྱིམ་ཚང་གི་ཁྱིམ་ཚུ་ བསྐྱར་བཟོ་འབད་ནི་ཚུ་ མི་འོང་།,"We wouldn’t inspect a motorcar, make a pot in our own garden, travel to Peru to look at ancient ruins, or redesign our neighbor’s house."
"Thanks to undersea fiber optic cable links to Europe and broadband satellite, Greenland is well connected with 93% of the population having internet access.",གིརིན་ལེན་གྱི་མི་རློབས་བརྒྱ་ཆ་༩༣དེ་ཅིག་ལུ་ ཡོངས་འབྲེལ་ཨིན་ཀྲར་ནེཊ་བཀྲམ་སྤེལ་འབད་ཚུགས་མི་འདི་ ཡུ་རོབ་ལུ་ མཚོ་གི་འོག་ལས་བརྒྱུད་དེ་ ཡོངས་འབྲེལ་གྱི་རྒྱུན་ཐགས་བཀྲམ་མི་དང་ བོརོཊ་ཝེན་སེ་ཀྲ་ལའིཀྲ་གི་བཀྲིན་ལས་ཨིན་མས།,མཚོ་འོག་ལུ་ཡོད་པའི་ ཡུ་རོབ་དང་ འཕྲུལ་སྐར་གྱི་མཐུད་ལམ་ལུ་བརྟེན་ གིརིན་ལེནཌ་ལུ་ མི་རློབས་བརྒྱ་ཆ་༩༣ ལུ་ ཡོངས་འབྲེལ་གྱི་མཐུན་རྐྱེན་ཡོདཔ་ལས་ ལེགས་ཤོམ་སྦེ་མཐུད་དེ་ཡོདཔ་ཨིན།,Internet delivery to 93% of Greenland’s population is possible thanks to broadband satellites and undersea cables in Europe.
"Your hotel or hosts (if staying in a guesthouse or private home) will likely have wifi or an internet connected PC, and all settlements have an internet cafe or some location with public wifi.",ཁྱོད་ཀྱི་ཟ་ཁང་དང་ ཡང་ན་ མགྲོན་སྐྱོང་པ་ ༼མགྲོན་ཁྱིམ་དང་ ཡང་ན་ སྒོར་གྱི་ཁྱིམ་ནང་སྡོད་པ་ཅིན་༽ འདི་ལུ་ ཡོངས་འབྲེལ་ཝའི་ཕའི་འོང་ནི་དང་ ཡང་ན་ གློག་རིག་ལུ་ ཡོངས་འབྲེལ་མཐུད་དེ་འོང་ནི་ དེ་ལས་ སྡོད་གནས་ག་རའི་ནང་ལུ་ ཡོངས་འབྲེལ་མཐུད་དེ་འོང་ནི་དང་ ཡང་ན་ ས་སྒོ་ལ་ལུ་ཅིག་ནང་ལུ་ མི་མང་གི་ཝའི་ཕའི་ཚུ་འོང་ནི་ཨིན་མས།,ཁྱོད་ཀྱི་ཟ་ཁང་ཡང་ན་ གཙོ་འཛིན་ (མགྲོན་ཁང་ཡང་ན་ སྒེར་གྱི་ཁྱིམ་ནང་སྡོད་པ་ཅིན་) ལུ་ ཝའི་ཕའི་ ཡང་ན་ ཡོངས་འབྲེལ་མཐུད་ཡོད་པའི་ གློག་རིག་ཅིག་འོང་ནི་ཨིནམ་མ་ཚད་ གཞིས་ཆགས་ཆ་མཉམ་ལུ་ ཡོངས་འབྲེལ་གྱི་ ཁ་ཟས་ཁང་དང་ ཡང་ན་ མི་མང་ཝའི་ཕའི་ཡོད་པའི་ ས་གནས་ལ་ལུ་ཅིག་ འོང་ནི་ཨིན་པས།,"Your hotel or host (if you’re staying at a hotel or roundhouse) will likely have internet Wi-Fi, or have an internet connection to a computer, an internet connection throughout the accommodation, or in some places, public Wi-Fi."
