eng,dzo
He would often sit for hours without doing anything.,ཁོ་གིས་ལོག་ཅི་ལོག་ཅི་ར་ ག་ནི་ཡང་མ་འབད་བར་ ཆུ་ཚོད་ཆུ་ཚོད་སྦེ་ས་ཁར་སྡོདཔ་མས།
He would sooner die than get up early every morning.,ཁོ་གིས་དྲོ་པ་ཧ་སག་ལོང་ནི་བ་འདི་ མགྱོགས་པར་ཤི་ནི་དགའ་འོང་།
He'll never achieve anything unless he works harder.,ཁོ་ལཱ་ཤུགས་མ་འབད་ཚུན་ ཁོ་གིས་ག་ཅི་ར་འབད་རུང་མཐར་འཁྱོལ་མི་ཚུགས།
He's been staying at that hotel since five days ago.,ཁོ་བཟའ་ཁང་འདི་ནང་ཉིནམ་ལྔ་གི་ཧེ་མ་ལས་ར་སྡོད་ནུག
He's studying hard so he can pass the entrance exam.,ཁོ་གིས་ཆོས་རྒྱུགས་ག་ར་མཐར་འཁྱོལ་ནི་གི་དོན་ལུ་དཔེ་ཆ་རྩ་འགེངས་བལྟ་དེས།
Help yourselves. There's plenty more in the kitchen.,ཁྱོད་ཁྱོད་ར་ཆ་རོགས་འབད། ཐབ་ཚང་ནང་ལུ་མངམ་ལེ་ཤ་འདུག
Her daughter has what it takes to be a good teacher.,མོའི་བུམོ་ལུ་ སློབ་དཔོན་ལེགས་ཤོམ་ལུ་ག་ཅི་འབག་དགོཔ་ཨིན་ན་འདུག
Her husband wants to have his own way in everything.,མོ་གི་རྨགཔ་གིས་ག་ཅི་ནང་འབད་རུང་ཁོ་རའི་ལམ་ཕྱོགས་དང་འཁྲིལ་འབད་ནི་དགའཝ་ཨིན།
Her ideas on education are very different from mine.,མོ་གི་ཤེས་རིག་གི་གནས་སྐབས་ཚུ་ ངེ་གི་དང་མ་པ་ལས་མི་འདྲ་བས།
Here's some money. Go buy yourself something to eat.,ནཱ་དངུལ་དུམ་གྲ་ཅིག་ཡོད། འགྱོ་ཞིནམ་ལས་ཁྱོད་ར་ཟ་ནི་ག་ཅི་ཅིག་ཉོ།
"Hey, I may have no money, but I still have my pride.",ཧེ་ ང་ལུ་དངུལ་མེདཔ་ཡང་འོང་ དེ་འབདཝ་ད་ ང་ལུ་དཔའ་ཉམས་འདི་ནེ་སྦེ་ར་ཡོད།
His brazen act of defiance almost cost him his life.,ཁོ་རའི་ངོ་ཚ་ནི་མེད་པའི་རྒྱབ་འགལ་སྤྱོད་པ་གིས་ ཁོ་ཁོ་རའི་མི་ཚེ་མེདཔ་བཏང་ནི་འབད་ཡི།
His son's criminal activities caused him great pain.,ཁོ་རའི་བུ་གིས་ཁྲིམས་འགལ་ལཱ་གིས་ཁོ་ལུ་ན་ཟུག་སྦོམ་རྐྱབ་བཅུག་ཡི།
How did you become interested in studying languages?,ཁྱོད་སྐད་ཡིག་ཚུ་ལྷབ་ནི་ནང་སྤྲོ་བ་ཡོདཔ་ག་དེ་སྦེ་འབྱུང་ཡི?
How do I know this isn't another one of your tricks?,འདི་ཁྱོད་ཀྱི་གཡོ་བྱུས་སོ་སོ་ཅིག་མེན་ཟེར་ ང་གིས་ག་དེ་སྦེ་ཤེས་ནི?
How do you know that you can't do it unless you try?,ཁྱོད་ཀྱིས་འདི་འབད་དེ་མ་གཏོགས་ འབད་མི་ཚུགས་ཟེར་ག་དེ་སྦེ་ཤེས?
How many payments will it take to pay off this loan?,སྐྱིལ་འགྲུལ་འདི་ག་ར་སྤྲོད་ཚར་ནི་གི་དོན་ལུ་ དངུལ་ཚར་ག་དེམ་ཅིག་སྤྲོད་དགོ་པས?
How many times a week does the soccer team practice?,རྐང་རྩེད་སྡེ་ཚན་གྱིས་ བདུན་ཕྲག་གཅིག་ནང་སྦྱང་བ་ཚར་ག་དེ་ཅིག་འབདཝ་སྨོ?
How many times have I told you not to use that word?,ང་གིས་ཁྱོད་ལུ་ཚིག་འདི་ལག་ལེན་མ་འཐབ་ཟེར་ ཚར་ག་དེ་ཅིག་སླབ་ཅི?
How many times have I told you to fold your clothes?,ང་གིས་ཁྱོད་ལུ་གྱོན་ཆས་བལྟབ་ཟེར་ ཚར་ག་དེ་ཅིག་སླབ་ཅི?
How much did you spend on Christmas gifts this year?,དུས་ཅི་ལོ་ནང་ ཡེ་ཤུའི་འཁྲུངས་སྟོན་གྱི་ཁྱོསམ་དོན་ལུ་ཁྱོད་ཀྱི་ཟད་འགྲོ་ག་དེ་ཅི་བཏང་ཡི?
How much longer will I have to stay in the hospital?,ང་སྨན་ཁང་འདི་ནང་ཡུན་རིང་ཐུང་ག་དེ་ཅི་སྡོད་དགོཔ་ཨིན་ན?
"How would you like your coffee, black or with cream?",ཁྱོད་ཀཱ་ཕི་ག་དེ་སྦེ་དགའ་ ནགཔོ་ཡང་ན་སྤྱིས་དང་གཅིག་ཁར?
Huskies get along well with children and other dogs.,སའི་བི་རའི་རོ་ཁྱི་ཚུ་ ཨ་ལུ་ཚུ་དང་རོ་ཁྱི་གཞན་ཚུ་དང་མཇམ་ལེགས་ཤོམ་སྦེ་འགྱོ་མས།
I am counting on you to deliver the opening address.,ཁྱོད་ཀྱིས་འགོ་བཙུགས་ཁ་བྱང་བསྐྱལ་ནི་དོན་ལུ་ ང་གྱངས་ཁ་རྐྱབ་པའི་བསྒང་ར་ཡོད།
I am going to introduce you to the rest of the crew.,ང་གིས་ཁྱོད་རྩལ་གཡོག་སྡེ་ཚན་གཞན་ལུ་ངོ་སྤྲོད་འབད་ནི་སྦེ་ཨིན།
I am in the habit of taking a shower in the morning.,ང་གཟུགས་དྲོ་པ་འཁྱུ་ནི་གི་གོམས་གཤིས་ཅིག་ཡོད།
I answered your questions. Now let me ask you a few.,ང་གིས་ཁྱོད་ཀྱི་འདྲི་བའི་ལན་རྐྱབ་ཅི། ད་འབདན་ཁྱོད་ལུ་དག་པ་ཅིག་འདྲི་གེ།
I avoid crossing the street here if I am in a hurry.,ང་ར་འཚབ་འཚབ་ཡོད་པ་ཅིན་ ང་ཁྲོམ་ལམ་སྐེདཔ་བཏོག་འགྱོ་ནི་ལས་འཛེམ་ཨིན།
I can usually tell when someone is hiding something.,ང་གིས་ནམ་རྒྱུན་མི་ཅིག་གི་ག་ཅི་ཅིག་སྦ་བཞག་པའི་སླབ་ཨིན།
I can't believe I let you talk me into volunteering.,ང་ཡིད་ཆེས་མི་ཚུགས་པས་ ང་གི་ཁྱོད་ང་ལུ་ཁས་བླངས་ཀྱི་སྐོར་ལས་སླབ་བཅུག་མི།
I can't concentrate on my work because of the noise.,འུར་སྐད་ལུ་བརྟེན་ཏེ་ ང་གི་ངེ་གི་ལཱ་ལུ་དྲན་པ་བཏོན་མི་ཚུགས་པས།
I can't do without an air conditioner in the summer.,ནམ་བྱཱར་ལུ་ཚད་བཟོའི་རླུང་མེད་པ་ཅིན་ ང་གི་འབད་མི་ཚུགས་པས།
I can't figure out how to delete what I just posted.,ང་གིས་གསལ་བསྒྲགས་སྦྱར་ཚརཝ་ཅིག་སྦེ་མི་འདི་ ག་དེ་སྦེ་བཏོན་བཏང་ནི་ཨིན་ན་ང་གིས་ཤེས་མ་ཚུགས།
I can't help but feel like I've forgotten something.,ང་གིས་ཆ་རོགས་འབད་མི་ཚུགས་པས་ དེ་འབདཝ་ད་ ང་གི་ག་ཅི་ཅིག་བརྗེད་སོངམ་བཟུམ་ཚོརཝ་མས།
I can't imagine what life would be like without you.,ཁྱོད་མེད་པ་ཅིན་ མི་ཚེ་ག་ཅི་བཟུམ་ཅིག་འོང་ག་ ང་མནོ་བསམ་བཏང་མི་ཚུགས་པས།
I can't look at this photo without feeling very sad.,སེམས་གནམ་མེད་ས་མེད་མ་སྐྱོ་བ་འདི་ འ་ནི་པར་ལུ་ང་གི་ལྟ་རང་མི་ཚུགས་པས།
I can't remember the last time I ate with my family.,ང་གི་ངེ་གི་བཟའ་ཚང་ཚུ་དང་གཅིག་ཁར་མཇུག་སྦེ་ཟ་བའི་སེམས་ཁར་དྲན་མ་ཚུགས།
I completely forgot to make something for us to eat.,ང་གིས་ང་བཅས་ཚུ་ག་ཅི་ཅིག་ཟ་ནི་ཅིག་བཟོ་ནི་འདི་ སེམས་ཁར་ལས་ཆ་ཚང་བརྗེད་སོང་ནུག
I couldn't hear what was happening in the next room.,ཁང་མིག་སོ་སོའི་ནང་ག་ཅི་ར་འབད་ཡི་ག་ ང་གི་གོ་མ་ཚུགས།
I didn't have to pay for the plane ticket to Boston.,ང་བོས་ཊན་ལུ་ ནམ་གྲུའི་ཤོག་འཛིན་གྱི་དོན་ལུ་སྤྲོད་དགོཔ་མ་ཐོན།
I didn't want to look stupid in front of my friends.,ངེ་གི་ཆ་རོགས་ཚུ་གི་གདོང་ཁར་ ང་བླུན་པོ་སྦེ་མཐོང་དགོ་མནོ་མེད།
I don't care what you say. It's not going to happen!,ཁྱོད་ག་ཅི་སླབ་རུང་ང་ཚ་གྱང་ལང་དགོཔ་མེད། འདི་འབྱུང་ར་མི་སྲིད།
I don't have a lot of time. Can you take care of it?,ང་ལུ་དུས་ཚོད་ལེ་ཤ་མེད། ཁྱོད་ཀྱི་འདི་བདག་འཛིན་འབད་འོང་ག?
I don't like to take on such heavy responsibilities.,ང་འགན་ཁུར་ལྕིད་དྲག་འདི་བཟུམ་འབད་དགོ་མི་མནོ་བས།
"I don't speak French, but I can understand it a bit.",ང་ཕྲེརེནཆི་སླབ་ནི་མེད་ དེ་འབདཝ་ད་ ང་གི་ཧ་ཨ་ཙི་རེ་གོ་ཚུགས།
I don't think I'll ever sound like a native speaker.,ང་གི་ནམ་ར་འབད་རུང་སྐྱེ་ས་སྦོམ་སའི་ཁ་སླབ་དོ་བཟུམ་གོ་འོང་ཟེར་མནོ་བསམ་ར་བཏང་མི་བས།
I don't think he has anything to do with the matter.,ང་མནོ་མས་ ཁོ་ལུ་གནད་དོན་འདི་དང་གཅིག་ཁར་ག་ཅི་ཡང་འབད་དགོཔ་མེད་འོང་ཟེར།
I don't understand what the author is trying to say.,རྩོམ་པ་པོ་འདི་གིས་ ག་ཅི་སླབ་ནི་གི་དཔའ་བཅམ་དོ་ག་ང་གི་ཧ་མི་གོ་བས།
I don't want to do anything that might be dangerous.,ག་ཅི་ར་ཨིན་རུང་ ཉེན་ཁག་ཅན་ལུ་འགྱུར་སྲིད་པའི་རིགས་ཚུ་ང་ག་ནི་ཡང་འབད་དགོ་མི་མནོ་བས།
"I don't want to do this, but you leave me no choice.",ང་འདི་འབད་དགོ་མི་མནོ་བས། དེ་འབདཝ་ད་ ཁྱོད་ཀྱི་ང་ལུ་གདམ་ཁ་ར་མི་བཞག་པས།
I don't want you anywhere near the medicine cabinet.,ང་ཁྱོད་སྨན་གྱི་བང་སྒྲོམ་ཚུ་གི་སྦོ་ལོགས་ཁར་ག་ཏེ་ཡང་མི་དགོ།
I don't yet know how much money we're going to need.,ང་ད་ལྟོ་ཡང་ ང་བཅས་ལུ་དངུལ་ག་དེམ་ཅི་དགོ་འོང་ག་མི་ཤེས་པས།
I enjoyed the concert except that the hall was cold.,ཚོགས་ཁང་འདི་ ཁོད་སི་སི་ཡོདཔ་མ་གཏོགས་ ང་སྤྲོ་སྟོན་ལས་རིམ་འདི་སྤྲོ་བ་འབྱུང་ཡི།
I expect you to give me an answer by this afternoon.,ཁྱོད་ཀྱི་ང་ལུ་ལན་འདི་ ད་རིས་དགུང་ཡོལ་ལུ་བྱིན་འོང་མནོ་བའི་རེ་བ་བསྐྱེདཔ་ཨིན།
I figured you'd probably never want to see me again.,ང་གི་ལྟ་བ་ཅིན་ ཁྱོད་ཀྱི་ང་ལོག་ནམ་ཡང་བལྟ་དགོ་མི་མནོ་འོང་ཟེར་མནོ་མས།
